기존,전처리
정제수3.92%,정제수
곡류가공품Ⅱ,곡류가공품Ⅱ
치킨엑기스-에스6%[계육분해농축액90.5%{계육98.92%(국산),치킨엑기스에스
 제삼인산나트륨), 제삼인산나트륨
아질산나트륨(발색제)보글보글햄(30.0%):돼지고기[외국산(미국,아질산나트륨보글보글햄돼지고기
단호박페이스트 38.9%(단호박 100% : 국산),단호박페이스트 
혼합야채•2(국내산;양파,혼합야채
짭짤한맛시즈닝B0.2%함유,짭짤한맛시즈닝B함유
탄산칼슘0.055%,탄산칼슘
조제감자분말,조제감자분말
땅콩전지[물엿(국내산),땅콩전지
 혼합제제 1[레몬필 증류액, 혼합제제 
대두단백,대두단백
초콜릿(코코아페이스트,초콜릿
 조미아미노산간장, 조미아미노산간장
황기(국산),황기
복합조미식품0.108%{요구르트49.02%(국산)},복합조미식품요구르트
 합성착향료(땅콩향, 합성착향료
 옥배유(옥수수:수입산), 옥배유
파인애플청크(필리핀산),파인애플청크
물엿1.5%,물엿
 팜올레인유(말레이시아산) 50%), 팜올레인유 
중합인산염,중합인산염
유화제]합석착향료(요구르트향),유화제합석착향료
 레드비트색소(레드비트쥬스농축액, 레드비트색소
채종유{카놀라유(외국산:독일,채종유카놀라유
베타카로틴(착색료),베타카로틴
복합조미식품[새콤소이소스치킨맛시즈닝{중화풍미베이스-에이치(국내산),복합조미식품
혼합제제(폴리인사나트륨,혼합제제
우유(국산)5%,우유
 밀쌀(미국산), 밀쌀
쌀37.46%(국산),쌀
 스켄프로티95, 스켄프로티
 모시잎/국내산/20%, 모시잎국내산
푸드바인드(난백분말<계란:프랑스산>,푸드바인드
육개장베이스,육개장베이스
 비타민혼합제제(dl-α-토코페릴아세테이트, 비타민혼합제제
 인팻:해바라기유, 인팻해바라기유
유크림15%(국산)},유크림
인스턴트커피(브라질20%,인스턴트커피
코리안더가루,코리안더가루
팜유,팜유
카라멜색소),카라멜색소
 바베규시즈닝[대두], 바베규시즈닝
오리고기87.52%(국내산),오리고기
양파맛시즈닝(양파:국산),양파맛시즈닝
복합스파이스M6,복합스파이스M
 푸마르산제일철, 푸마르산제일철
절임우엉17.0%[중국산/우엉98%,절임우엉
비타민D3 100GFP),비타민D GFP
갈비구이맛분말,갈비구이맛분말
크림믹스골드[백설탕,크림믹스골드
칼슘혼합제제0.35%(탄산칼슘250mg,칼슘혼합제제
합성향료(치즈케이크향,합성향료
유기농설탕0.72%,유기농설탕
비타민,비타민
해바라기씨유},해바라기씨유
전지분유(우유/국산),전지분유
 후추사루], 후추사루
폴리텍스트로스,폴리텍스트로스
 [맥아엑기스(겉보리:미국산), 
청주명가,청주명가
계피가루 베트남산,계피가루 베트남산
밀가루34.662%(밀/무농약,밀가루
새콤달콤한 2색야채절임 - 정제수,새콤달콤한 색야채절임  정제수
 카놀라유{카놀라(캐나다산), 카놀라유카놀라
단호박혼합발효즙4%[자몽즙 25%(레드자몽농축과즙:이스라엘산),단호박혼합발효즙
동부팥[동부(미얀마산),동부팥
감잎(국산)12%,감잎
겨자분말20.6%(겨자100%:캐나다산),겨자분말
 돈골조미분말, 돈골조미분말
쇼트닝Ⅱ(팝부분경화유),쇼트닝Ⅱ
혼합제제0.9%,혼합제제
혼합제제{L-글루탐산나트륨(향미증진제),혼합제제L글루탐산나트륨
토마토소스-에이[홀토마토(이탈리아산),토마토소스에이
 비타민 C], 비타민 C
스페인등)]54.90%,스페인등
 합성착향료[치즈향], 합성착향료
 비타민B₅염산염, 비타민B₅염산염
망고농축과즙(망고과즙20%,망고농축과즙
산양원유94%(국산),산양원유
가시오갈피농축액40%(가시오갈피(국산)),가시오갈피농축액
레시틴 *스프류:정제수,레시틴 스프류정제수
간장{탈지대두(수입산),간장탈지대두
당근1.95%(국내산),당근
설탕1.21%,설탕
전복포함),전복포함
건목이버섯 특정성분:스프류중오징어10.8%(페루산80.5%,건목이버섯 특정성분스프류중오징어
글로벌다담된장찌개전용[된장(대두/외국산),글로벌다담된장찌개전용
엘로빙초코D[야자유(수입산),엘로빙초코D
 브라질 등)] 참기름(인도산)11%, 브라질 등 참기름
그릴지비,그릴지비
뉴트리오스],뉴트리오스
매실과즙농축액(매실과즙으로3%(대만산),매실과즙농축액
 유기농포도페이스트 0.87%(유기농포도 57%(국산), 유기농포도페이스트 
행복한맛남 케어 플러스불고기용양념장40%,행복한맛남 케어 플러스불고기용양념장
파라과이),파라과이
정제소금 ·치즈분말0.01%(미국산,정제소금 치즈분말
 감귤농축과즙액, 감귤농축과즙액
코코아프리퍼레이션(프랑스산),코코아프리퍼레이션
비타민B₂],비타민B₂
맥심오리지날(커피)(고형분 95%이상,맥심오리지날
인삼0.70%(국산),인삼
간장(국산),간장
닭고기9.64%(국산),닭고기
니이아신아미드,니이아신아미드
식용유(대두/수입산),식용유
합성팽창제(피로인산나트륨,합성팽창제
피클링설트[정제염,피클링설트
개량메주발효물16.8%[대두(수입산),개량메주발효물
 현미시럽(국산), 현미시럽
석류농축액(고형분50%)(이란/석류농축과즙100%)40%,석류농축액
케익분말[밀가루(밀;미국산),케익분말
MCT오일9.4%(인도네시아산/가공유지),MCT오일
가공유크림[물엿,가공유크림
설탕25.5%(국산),설탕
볶은대두분말5.43%(대두,볶은대두분말
\n혼합탈지분유(네덜란드산)],n혼합탈지분유
건조감자플레이크81.72%(감자100%,건조감자플레이크
대두유},대두유
야채추출색소{파프리카추출색소(천연색소),야채추출색소파프리카추출색소
난황액{난황(계란/국산)},난황액난황
돼지고기43%(갈비살100%국내산),돼지고기
트루델빵가루[밀가루(밀:미국산,트루델빵가루
그릴후레바오일,그릴후레바오일
펙틴),펙틴
비타민-B1,비타민B
홍삼분말(국산)2.613%,홍삼분말
코코아분말(인도네시아산),코코아분말
수수0.04%,수수
 고춧가루(1/1%중국산)], 고춧가루
팥(국내산100%),팥
난간분말,난간분말
수용성파프리카색소,수용성파프리카색소
혼합분유(네덜란드산),혼합분유
비타민C 3.6mg,비타민C mg
 청사과색소, 청사과색소
콜라겐케이싱(체코),콜라겐케이싱
세균수기준,세균수기준
 폴란드산25%), 폴란드산
마요네즈0.2%},마요네즈
유기셀러리추출농축액0.3%(고형분 14%,유기셀러리추출농축액
D-말티톨26%,D말티톨
 타우린 181mg, 타우린 mg
미트골엘(황산알미늄,미트골엘
훈연참치,훈연참치
볶은겉보리(국산)30%,볶은겉보리
리갈브라인믹스(산도조절제,리갈브라인믹스
 마늘분], 마늘분
 청색1호(합성착색료), 청색호
화이트페퍼,화이트페퍼
새우엑기스1.82%,새우엑기스
혼합제제(비타민D3,혼합제제
정육31%),정육
배음료3%,배음료
소금25%)0.48%,소금
합성감미료(수크랄로스)}]·감자(국내산)85.8%,합성감미료감자
청양고추베이스,청양고추베이스
 파인애플8%(태국산), 파인애플
D-토코페롤(혼합형:대두),D토코페롤
카라멜색소(천연색소),카라멜색소
한천,한천
계육33.11%(국산),계육
혼합제제Ⅰ(구아검,혼합제제Ⅰ
감귤분말(국내산),감귤분말
 혼합제제(치자적색소, 혼합제제
배추새싹(국산)]3.62%,배추새싹
메이플시럽분말(캐나다산),메이플시럽분말
백옥앙금(흰강낭콩:수입산),백옥앙금
아지파루스비에프,아지파루스비에프
 소맥전분{밀(외국산/리투아니아산, 소맥전분밀
 합성향료(L-멘톨, 합성향료
녹추가루(유기녹차/국산)백설탕,녹추가루백설탕
 쌀분말 3.11%(쌀:국산), 쌀분말 
브레이즈드비프분말(밀),브레이즈드비프분말
비타민D3혼합제제0.035%(전분,비타민D혼합제제
고추장83.6%[고과당,고추장
D-토코페롤혼합형,D토코페롤혼합형
양파(국산)0.4%,양파
옥수수분말,옥수수분말
감칠맛조미분[조미육분-2{쇠고기맛양념믹스-에스(혼합시즈닝분말SW-2<마늘분말:중국산,감칠맛조미분
건고추100%(국내산/경북영양),건고추
사골농축액3.51%{우사골추출물(국내산)[고형분:11BX],사골농축액우사골추출물
대두:수입산)80%,대두수입산
 합성향료(검은깨향), 합성향료
합성착향료(조미후레바,합성착향료
 아카시아벌꿀, 아카시아벌꿀
비타민U10%)0.003%,비타민U
아세틸피라진),아세틸피라진
콩국물[대두액{대두고형분 10%,콩국물
자주색고구마색소-피,자주색고구마색소피
버터갈릭맛아몬드 71%[구운아몬드 75%{아몬드(미국산) 100%},버터갈릭맛아몬드  
모카:박력분(미국산),모카박력분
합성향료1(프렌치바닐라분말향),합성향료
쌀미강추출물 -사천짜장소스(소스류,쌀미강추출물 사천짜장소스
곽향),곽향
쌀발효액{쌀가루(쌀/국산)},쌀발효액쌀가루
 해바라기유, 해바라기유
매운맛분말스프<생라면진한육수베이스{간장(대두:외국산),매운맛분말스프생라면진한육수베이스간장
 밀가루 16%(미국산:밀100%), 밀가루 
 버섯양념농축액, 버섯양념농축액
건빵가루2,건빵가루
코리엔더분말(인도산),코리엔더분말
발효주정0.2%,발효주정
베이컨시즈닝분말에이,베이컨시즈닝분말에이
방울토마토페이스트(무농약/국내산),방울토마토페이스트
맛소금]19.9%,맛소금
β-카로틴,β카로틴
산화아연0.43%,산화아연
양파1.8%(국내산),양파
합성향료9아이리시크림향),합성향료아이리시크림향
간장(대두,간장
야자유(외국산:말레이시아·인도네시아·필리핀),야자유
참맛찰순대(국내산)70%,참맛찰순대
감자추출물(캐나다산)],감자추출물
 에스와이그린에프 8409(치자청색소, 에스와이그린에프 
블루베리농축액(블루베리과즙으로12%,블루베리농축액
 된장(대두, 된장
알파옥분(수입산),알파옥분
쇼트닝[가공유지{팜에스테르화유(말레이시아산),쇼트닝
부드럽고 쫄깃한 국수사리 : 쌀가루[쌀(미국산75%,부드럽고 쫄깃한 국수사리  쌀가루
 솔솔비트현미, 솔솔비트현미
아르헨티아나산),아르헨티아나산
허브추출물 *특정성분함량 및 원산지:면중메밀(건물기준):10%(중국산),허브추출물 특정성분함량 및 원산지면중메밀
신선초),신선초
 온두라스 20%), 온두라스 
 스친카트, 스친카트
 발아흑미10%, 발아흑미
케이앤페퍼,케이앤페퍼
연육55.51%(수입산/어육,연육
혼합제제Ⅰ,혼합제제Ⅰ
 콩비지 36%[대두:외국산(미국, 콩비지 
 설탕29.5%, 설탕
 새우9.13%(생물기준/국산), 새우
L-글루타민산나트륨향미증진제,L글루타민산나트륨향미증진제
 핀란드 등)}], 핀란드 등
 유기농 멥쌀 4.5%(국내산), 유기농 멥쌀 
양파(국내산)16.54%,양파
복합조미식품2[새우분말{새우(태국산)}],복합조미식품
버터(국산,버터
중국등),중국등
나한과추출물,나한과추출물
 다크스위트체리농축액68Bx 6.8%(미국산), 다크스위트체리농축액Bx 
D-소비톨11%,D소비톨
훈제오리시즈닝-FD4%[정제염(국내산),훈제오리시즈닝FD
 토마토페이스트 24%[외국산(미국, 토마토페이스트 
김93%(국내산),김
" 
가쓰오부시추출액(가쓰오엑기스)[{가다랑어 원양산(태평양)}"," 
가쓰오부시추출액"
젖산칼슘0.868%,젖산칼슘
 초산전분, 초산전분
기타가공품[떡볶이맛시즈닝(분말·결정포도당,기타가공품
로스팅마늘간장분말[간장(밀),로스팅마늘간장분말
쇠고기프리믹스2(정제소금,쇠고기프리믹스
 복합조미식품}, 복합조미식품
 간장분말[간장(탈지대두:수입산), 간장분말
 L-글루탐산나트륨(향미증진제, L글루탐산나트륨
유산균발효추출분말,유산균발효추출분말
 패션후르츠농축액, 패션후르츠농축액
 쌀 17.05%(국산), 쌀 
비제원당13%(브라질산),비제원당
코코아분말)13%,코코아분말
 감자18%(국산), 감자
국산)60%,국산
새송이버섯,새송이버섯
대두:수입산),대두수입산
낫또89%{대두(국산:제주도산)},낫또대두
고형차(녹차,고형차
 옥배유(외국산) 39%, 옥배유 
소맥분(밀 : 호주산,소맥분
매운칠리소스[냉동고추(베트남산)],매운칠리소스
체리향),체리향
비타민B2 스프/건조김치,비타민B 스프건조김치
소맥:미국산)},소맥미국산
색소혼합제제(글루코오스시럽,색소혼합제제
합성착향료],합성착향료
 엽산), 엽산
동물성유지(말레이시아산)],동물성유지
빵가루2[밀가루,빵가루
다랑어50.3%[원양산(태평양)],다랑어
딸기잼(국내산)15.384%,딸기잼
 트레하1.63%, 트레하
원유88.3%(국산),원유
빵가루믹스1호,빵가루믹스호
우지방(국내산)3.26%,우지방
원유 99.8%(국내산),원유 
두유액80%[대두고형분7%이상,두유액
대파},대파
육고명,육고명
 파이오렌-비, 파이오렌비
버터혼합분,버터혼합분
화미골드다시{정제소금(국산),화미골드다시정제소금
쌀가루(쌀:국산)1.96%,쌀가루
유산균(LAFTIL10,유산균
폴리소르베이트(유화제),폴리소르베이트
백도9%[백도60.0%(중국산),백도
고등어99.5%(국내산),고등어
흑마늘1.79%,흑마늘
찹쌀16.9%(국산),찹쌀
닭고기70.59%(국산),닭고기
다시마 20%(국산),다시마 
 영국산) 제산인산칼슘, 영국산 제산인산칼슘
멸치 71%(국산),멸치 
화이트초코(혼합탈지분유(네덜란드),화이트초코
L-로이신 0.0001%,L로이신 
비타민B2 스프류:정제염,비타민B 스프류정제염
 식물성분해단백, 식물성분해단백
아르기닌,아르기닌
 볶음풍미베이스(히드록시프로필메틸셀룰로오스, 볶음풍미베이스
